key,2,3,4
#,LookupTable,Text,GroupTitle
offset,8,0,4
int32,str,str,str
100,@,【語言】,コトバ.
101,,請使用定型文翻譯系統。,テイケイブンジショヲツカッテクダサイ。
102,,日語,ニホンゴ
103,,英語,エイゴ
104,,法語,フランスゴ
105,,德語,ドイツゴ
106,,你會說日語嗎？,ニホンゴハハナセマスカ?
107,,你會說英語嗎？,エイゴハハナセマスカ?
108,,你會說法語嗎？,フランスゴハハナセマスカ?
109,,你會說德語嗎？,ドイツゴハハナセマスカ?
110,,我不會說英語。,ワタシハエイゴガハナセマセン。
111,,我不會說日語。,ワタシハニホンゴガハナセマセン。
112,,我不會說法語。,ワタシハフランスゴガハナセマセン。
113,,我不會說德語。,ワタシハドイツゴガハナセマセン。
114,,請聽著。,キイテクダサイ。
115,,能聽見嗎？,キコエテイマスカ?
116,,我會說一點。,スコシハナセマス。
117,,我能看懂一點。,スコシナラリカイデキマス。
118,,請用簡單的詞彙。,カンタンナタンゴデハナシテクダサイ。
119,,請不要使用省略語。,ショウリャクケイデハナクフルスペルデオネガイシマス。
120,,請稍等，我需要些時間來回覆。,ヘンジスルノデチョットマッテクダサイ。
121,,你的母語是什麼？,ボコクゴハナンデスカ?
200,@,【問候語】,アイサツ.
201,,很高興見到你。,ハジメマシテ。
202,,早上好！,オハヨウ。
203,,你好！,コンニチハ。
204,,晚上好！,コンバンハ。
205,,晚安！,オヤスミナサイ。
206,,再會。,サヨウナラ。
207,,今天很高興。,キョウハタノシカッタデス。
208,,回頭見！,マタアイマショウ!
209,,有時間再一起玩！,マタアソビマショウ。
210,,我回來了！,タダイマ。
211,,歡迎回來。,オカエリ。
212,,恭喜！,オメデトウ!
213,,幹得好！,ヨクヤッタ!
214,,加油！,ガンバッテ!
215,,太好了！,ヤッター!
216,,謝謝你。,アリガトウ。
217,,不客氣。,ドウイタシマシテ。
218,,多保重。,キヲツケテクダサイ。
219,,對不起。,ゴメンナサイ。
220,,請原諒我。,ユルシテクダサイ。
221,,很遺憾。,ザンネンデス。
222,,打擾一下……,チョットイイデスカ?
223,,祝你旅途愉快。,ソレデハヨイタビヲ。
224,,我是第一次來這裡。,ココニクルノハハジメテデス。
225,,我很期待！,タノシミデス!
226,,打得好！辛苦了！,オツカレサマデシタ。
227,,請多關照！,ヨロシクオネガイシマス!
228,,我得走了，非常感謝各位。,アリガトウゴザイマシタ。コレデシツレイシマス。
229,,我們玩得輕鬆點吧！,キラクニヤリマショウ!
230,,我會盡力的！,ガンバリマス!
231,,一起加油吧！,イッショニガンバリマショウ!
232,,好好期待吧！,タノシミマショウ!
233,,冷靜一點吧！,オチツイテイキマショウ!
300,@,【提問】,シツモン.
301,,誰？,ダレデスカ?
302,,哪個？,ドチラデスカ?
303,,怎樣？,ドウスレバイイデスカ?
304,,什麼？,ナンデスカ?
305,,什麼時候？,イツデスカ?
306,,多少？,イクツデスカ?
307,,在哪？,ドコデスカ?
308,,為什麼？,ナゼデスカ?
309,,怎麼了？,ドウシテデスカ?
310,,我們要去哪？,ドコニイキマスカ?
311,,你可以嗎？,デキマスカ?
312,,需要幫忙嗎？,タスケハイリマスカ?
313,,我們做什麼任務？,ドノコンテンツヲヤリマスカ?
314,,你能做什麼任務？,ドノコンテンツナラデキマスカ?
315,,你有嗎？,モッテイマスカ?
316,,現在你在使用什麼武器？,イマドンナブキヲモッテイマスカ?
317,,你還能使用其他什麼職業？,ホカニドノクラスガデキマスカ?
318,,你還能擔任其他什麼職能？,ホカニドノロールガデキマスカ?
319,,你設定好了嗎？,セットシテイマスカ?
320,,用什麼戰術？,ドンナセンジュツデイキマスカ?
321,,我能加你為好友嗎？,フレンドニナッテクレマセンカ?
322,,能休息下嗎？,キュウケイシマセンカ?
323,,稍微修理一下吧？,シュウリシマショウカ?
324,,能幫我修理一下嗎？,シュウリシテクレマセンカ?
325,,需要我幫你鑲嵌魔晶石嗎？,マテリアソウチャクシマショウカ?
326,,能幫我鑲嵌下魔晶石嗎？,マテリアソウチャクシテクレマセンカ?
327,,你要加入我的小隊嗎？,パーティニハイリマセンカ?
328,,能把我加入你的小隊嗎？,パーティニイレテクレマセンカ?
329,,我們把小隊解散了怎麼樣？,パーティヲカイサンシマスカ?
330,,來加入我們的通訊貝嗎？,リンクシェルニハイリマセンカ?
331,,能讓我加入通訊貝嗎？,リンクシェルニイレテクレマセンカ?
332,,來加入我們的部隊嗎？,フリーカンパニーニハイリマセンカ?
333,,能讓我加入部隊嗎？,フリーカンパニーニイレテクレマセンカ?
334,,你在幹什麼？,ナニヲシテイマスカ?
335,,來進行卡片對局嗎？,カードタイセンシマセンカ?
336,,我們改變一下規則好嗎？,ルールヲカエマセンカ?
337,,來進行大賽對局嗎？,タイカイノタイセンヲシマセンカ?
338,,魔力夠用嗎？,MPハダイジョウブデスカ?
339,,有什麼不明白的地方嗎？,ワカラナイコトハアリマスカ?
340,,看到了嗎？,ミマシタカ?
341,,知道怎麼打嗎？,コウリャクホウホウハワカリマスカ?
342,,能說說打法嗎？,サクセンヲタテマセンカ?
343,,要來共同騎乘嗎？,アイノリシマセンカ?
344,,能讓我共同騎乘嗎？,アイノリサセテクレマセンカ?
400,@,【回答】,コタエ.
401,,我不知道。,ワカリマセン。
402,,不，謝了。,イリマセン。
403,,好的，拜託了。,ハイ。オネガイシマス。
404,,拜託您了。,オネガイシマス。
405,,明白。,ワカリマシタ。
406,,抱歉，我現在很忙。,イマイソガシイノデ、アトニシテクダサイ。
407,,我現在想獨自一人活動。,イマハヒトリデコウドウシタインデス。
408,,我不知道該怎麼回答這個問題。,コタエタイケドヒョウゲンガワカリマセン。
409,,原來如此。,ナルホド。
410,,謝謝你的提案，不過還是算了。,セッカクダケドエンリョシマス。
411,,聽起來有意思。,ヘェー。
412,,嗯……,エーット・・・
413,,啊？！,エッ!?
414,,真的？,ホントウニ?
415,,唔。,ムムム。
416,,一會還有別的事。,モウスグベツノヨテイガアルンデス。
417,,再來一局。,サイセンヲキボウシマス。
418,,結束對局吧。,タイセンヲオワリニシマショウ。
419,,我想暫停一會兒。,イチジチュウダンサセテクダサイ。
420,,有可能。,ソウカモシレマセン。
500,@,【理由】,リユウ.
501,,正在詠唱。,エイショウチュウデス。
502,,該工作了。,シゴトノジカンデス。
503,,我約了人。,ヤクソクガアルンデス。
504,,我困了。,ネムクナリマシタ。
505,,我累了。,ツカレマシタ。
506,,有事要辦，先走一步！,ヨウジガアルノデ、コレデ。
507,,身體有點不舒服。,タイチョウガワルインデス。
508,,我不是很有興趣。,キガムキマセン。
509,,我有興趣。,キョウミガアリマス。
510,,我現在正在任務裡。,コンテンツチュウナンデス。
511,,正在戰鬥中！,セントウチュウナンデス。
512,,我想掙錢。,オカネヲカセギタイデス。
513,,我不記得了。,オボエテナインデス。
514,,我不知道。,シラナインデス。
515,,剛用掉了……,ツカッタバカリデス。
516,,我想掙經驗值。,ケイケンチガホシイデス。
517,,我錯了。,マチガエマシタ。
518,,已經有人邀請我了。,スデニサソワレテイマス。
519,,我已經有一個了。,スデニモッテイマス。
520,,招募已經結束了。,ボシュウガオワリマシタ。
521,,我正在做準備。,ジュンビヲシテイマス。
522,,現在無法脫身。,テガハナセマセン。
523,,我在和人聊天。,ザツダンヲシテイマス。
524,,我沒有在用鍵盤。,キーボードヲツカッテイマセン。
525,,我正在查資料。,タンサクチュウデス。
600,@,【交易】,トレード.
601,,能賣給我嗎？,クレマセンカ?
602,,能幫我個忙嗎？,シテクレマセンカ?
603,,能便宜些嗎？,ヤスクシテクレマセンカ?
604,,要購買嗎？,カッテクレマセンカ?
605,,要出售嗎？,ウッテクレマセンカ?
606,,能交換嗎？,トレードシマセンカ?
607,,你需要嗎？,イリマセンカ?
608,,你能製作嗎？,セイサクデキマセンカ?
609,,你有嗎？,モッテイマセンカ?
610,,需要什麼必要的素材？,ヒツヨウナソザイハナンデスカ?
611,,沒錢！,オカネガアリマセン。
